    -0.044    -0.728    -1.186    -2.394    -3.101    -2.051    -0.321     0.616     0.874     1.089     0.243    -0.335    -0.104    -0.135     0.090     0.790    -0.134     0.790    -0.657     0.232    -0.477     0.068    -1.413     0.020    -0.988     0.006     0.439     0.002     1.005     0.001     0.550     0.000     0.275     0.000     0.388     0.000    -0.643     0.000    -0.320     0.000     0.228     0.000    -0.129     0.000
     0.026    -0.220     0.786     0.907     1.219     2.622     0.997     0.748     0.413     0.961     3.262     4.172     1.796     1.751     0.115     0.790    -0.088     0.790    -0.212     0.232     1.004     0.068     0.055     0.020     0.560     0.006     1.593     0.002    -1.330     0.001     0.431     0.000    -0.245     0.000     0.740     0.000     2.363     0.000     1.165     0.000    -1.505     0.000     0.918     0.000
     0.878     0.179    -0.608    -0.072    -0.036    -0.166     0.777     3.182     2.728     3.458     2.878     3.230     2.326     1.463     0.637     0.790     0.240     0.790    -0.514     0.232    -0.584     0.068     0.531     0.020    -0.140     0.006    -0.100     0.002     0.924     0.001     2.360     0.000    -0.222     0.000     1.588     0.000    -0.041     0.000     1.201     0.000    -0.318     0.000    -0.094     0.000
     0.302    -2.154    -2.903    -3.047    -2.724     0.689     1.423     1.984     1.191    -0.298    -1.311    -0.187     1.314     1.483     0.609     0.790    -0.307     0.790    -2.279     0.232    -0.707     0.068    -0.780     0.020    -0.334     0.006     2.720     0.002     0.136     0.001     0.935     0.000    -0.491     0.000    -0.998     0.000    -0.807     0.000     0.980     0.000     1.159     0.000     0.210     0.000
     2.638     2.165     0.595    -0.184    -1.293    -1.215    -1.436    -0.224    -1.283    -1.934    -1.251    -0.119     1.710     0.603     1.687     0.790     0.951     0.790     0.014     0.232    -0.944     0.068    -0.330     0.020    -1.065     0.006     0.015     0.002    -0.578     0.001     0.964     0.000    -1.406     0.000    -0.611     0.000     0.301     0.000     0.680     0.000     1.595     0.000    -1.078     0.000
    -1.231    -1.221     0.985     1.662     2.429     2.283     1.408     1.853     0.381    -0.976     0.757     0.759    -0.169     0.132    -0.671     0.790    -0.559     0.790    -0.183     0.232     1.905     0.068     0.404     0.020     1.131     0.006     0.228     0.002    -0.278     0.001     0.936     0.000    -1.208     0.000    -0.892     0.000     1.711     0.000    -0.281     0.000    -0.625     0.000     0.436     0.000
    -2.872    -3.325    -2.746    -1.479    -0.810    -0.052     0.670     0.901     0.649     2.050     1.681     0.585    -1.061    -0.857    -1.729     0.790    -1.144     0.790    -0.952     0.232    -0.108     0.068     0.501     0.020     0.092     0.006     0.496     0.002     0.562     0.001     0.261     0.000    -0.066     0.000     1.609     0.000    -0.246     0.000    -0.535     0.000    -1.319     0.000     0.283     0.000
     2.559     2.785     2.753     2.489     2.447     1.661    -1.191    -1.713    -3.486    -1.873     1.701     0.895    -1.330    -1.235     1.588     0.790     0.971     0.790     0.685     0.232     0.577     0.068     0.366     0.020     0.574     0.006    -0.244     0.002    -2.297     0.001    -0.194     0.000    -2.213     0.000     1.249     0.000     2.664     0.000    -1.094     0.000    -1.643     0.000     0.190     0.000
     0.308     0.406    -0.688    -1.777    -2.903    -2.464    -1.432    -1.266    -1.730    -1.214    -0.233    -1.612    -3.036    -2.036     0.130     0.790     0.178     0.790     0.135     0.232    -1.016     0.068    -0.991     0.020    -1.352     0.006    -0.008     0.002     0.318     0.001    -0.343     0.000    -0.731     0.000     0.228     0.000     0.562     0.000    -1.612     0.000    -1.419     0.000     0.534     0.000
    -1.065     0.450     3.036     3.765     2.757     1.649     0.817    -0.180    -0.151     0.421     2.612     2.995     1.560    -0.487    -0.834     0.790    -0.231     0.790     1.274     0.232     2.343     0.068     0.924     0.020    -0.184     0.006    -0.253     0.002    -0.279     0.001    -0.678     0.000     0.176     0.000     0.476     0.000     2.173     0.000     0.504     0.000    -0.713     0.000    -1.385     0.000
    -0.308    -0.123     0.156     0.880     0.069     0.040     1.630     1.214    -0.312    -1.182    -1.412     1.323     1.311     0.360    -0.230     0.790    -0.078     0.790     0.118     0.232     0.208     0.068     0.709     0.020    -0.764     0.006     0.215     0.002     1.539     0.001    -0.394     0.000    -1.058     0.000    -0.650     0.000    -0.383     0.000     2.437     0.000    -0.342     0.000    -0.470     0.000
     2.056     2.522     1.676     1.347     1.549    -0.311     2.014     2.258     1.423     1.246     2.097     1.286     1.769     1.969     1.184     0.790     0.872     0.790     0.808     0.232    -0.350     0.068     0.261     0.020     0.516     0.006    -1.561     0.002     2.693     0.001     0.039     0.000    -0.190     0.000     0.292     0.000     1.127     0.000    -0.532     0.000     1.013     0.000     0.417     0.000
     0.869    -0.347     0.977     1.789     2.198     2.795     2.384     0.978     0.818    -0.979    -1.337     0.438     3.106     3.034     0.840     0.790     0.029     0.790    -0.972     0.232     1.509     0.068     0.654     0.020     0.737     0.006     1.019     0.002     0.102     0.001    -0.744     0.000     0.343     0.000    -1.660     0.000    -0.155     0.000     1.432     0.000     2.375     0.000     0.134     0.000
    -2.197    -1.405    -1.543    -1.165    -1.503    -1.232    -1.859    -0.448     1.057     0.339    -0.915    -1.603     0.162     2.388    -1.561     0.790    -0.636     0.790     0.340     0.232    -0.647     0.068     0.120     0.020    -0.712     0.006     0.044     0.002    -0.998     0.001     1.163     0.000     1.034     0.000    -0.714     0.000    -0.947     0.000    -0.676     0.000     1.498     0.000     1.834     0.000
     1.390     1.545     1.181    -0.479    -1.101    -2.572    -1.581     0.350     1.469     1.367     2.003     2.018     3.192     3.811     0.861     0.790     0.529     0.790     0.404     0.232    -0.033     0.068    -1.307     0.020    -0.378     0.006    -1.680     0.002     0.736     0.001     1.257     0.000     0.852     0.000     0.075     0.000     1.011     0.000     0.301     0.000     1.672     0.000     1.056     0.000
     0.999     1.876     0.567     1.235    -0.502    -0.613     0.524     1.994     0.341     0.236    -1.753    -1.618    -1.241    -0.287     0.381     0.790     0.617     0.790     0.987     0.232    -1.054     0.068     1.142     0.020    -1.713     0.006     0.246     0.002     0.886     0.001     1.363     0.000    -1.473     0.000     0.426     0.000    -2.045     0.000     0.225     0.000    -0.159     0.000     0.640     0.000
