    -0.278    -1.464     0.258    -0.190     1.017     2.049     1.040     1.238     1.452    -0.013    -2.028    -1.358    -0.060     1.340     0.587     0.547    -0.865     0.547    -0.845     0.392     0.863     0.281    -0.808     0.201     1.595     0.144     0.907     0.103     0.391     0.074     0.959     0.053     0.766     0.038    -0.561     0.027    -1.626     0.019    -0.194     0.014     0.078     0.010     1.284     0.007
     0.217     2.088    -0.228    -2.754    -0.367    -0.555    -0.822    -2.205    -0.362     0.768    -0.148    -0.921    -0.128     1.680    -0.212     0.547     0.428     0.547     1.781     0.392    -1.503     0.281    -1.678     0.201     0.834     0.144    -1.152     0.103     0.002     0.074    -2.207     0.053     1.218     0.038    -0.104     0.027    -0.073     0.019    -0.869     0.014     0.494     0.010     1.326     0.007
    -3.074    -3.210    -2.978    -2.168    -1.075    -0.048     1.764     1.373     1.759     1.616     0.985    -0.185     0.226     1.094    -1.012     0.547    -2.062     0.547    -1.734     0.392    -1.737     0.281    -0.924     0.201    -0.413     0.144     0.248     0.103     1.586     0.074     0.237     0.053     1.589     0.038     0.479     0.027     0.642     0.019    -0.645     0.014     0.688     0.010     0.601     0.007
    -1.090    -1.165     1.159     0.553    -0.383    -1.752    -0.236     0.594    -0.364    -0.339    -1.012    -1.917    -1.318     0.280     0.162     0.547    -1.252     0.547    -0.269     0.392     1.351     0.281    -0.415     0.201    -0.086     0.144    -1.691     0.103     0.975     0.074    -0.104     0.053    -0.289     0.038    -0.132     0.027    -0.918     0.019    -1.260     0.014    -0.416     0.010     0.578     0.007
     1.294     1.999    -0.623     0.035     1.513    -0.126    -1.263    -0.418     0.264    -0.285    -0.177     1.074     0.798    -0.017    -0.104     0.547     1.398     0.547     0.998     0.392    -1.337     0.281     0.992     0.201     0.803     0.144    -0.701     0.103    -0.761     0.074     0.127     0.053     0.174     0.038    -0.409     0.027     0.116     0.019     0.991     0.014     0.089     0.010    -0.081     0.007
    -0.724    -1.390    -0.148    -0.582     1.191     0.847     0.047     0.315     2.323     1.998     0.226    -0.639    -0.756    -0.076     0.387     0.547    -1.111     0.547    -0.594     0.392     0.277     0.281    -0.781     0.201     1.750     0.144    -0.406     0.103     0.338     0.074     0.073     0.053     2.270     0.038     0.372     0.027    -0.040     0.019    -0.610     0.014    -0.319     0.010     0.152     0.007
     2.702     0.022    -1.096    -0.104     1.285     0.814    -0.368    -0.479     0.320    -0.442     3.090     3.449     2.149    -0.102     1.544     0.547     1.158     0.547    -0.807     0.392    -0.519     0.281     0.267     0.201     1.094     0.144     0.030     0.103    -0.390     0.074    -0.200     0.053     0.464     0.038    -0.774     0.027     3.644     0.019     0.841     0.014     1.547     0.010    -1.210     0.007
    -1.198    -1.011    -1.673    -0.542    -0.822    -0.292     0.774     1.254     0.973     0.321     0.218     0.219    -0.263    -0.349    -0.796     0.547    -0.402     0.547    -0.723     0.392    -1.156     0.281     0.285     0.201    -1.027     0.144     0.443     0.103     0.457     0.074     0.927     0.053     0.310     0.038     0.099     0.027     0.147     0.019     0.113     0.014    -0.344     0.010    -0.103     0.007
     1.930     1.334    -0.144    -2.847    -1.236    -1.260    -0.188     0.997    -0.014     0.261    -0.210     1.107     1.664    -0.089     1.085     0.547     0.846     0.547     0.729     0.392    -0.666     0.281    -2.370     0.201     0.461     0.144    -1.590     0.103     0.950     0.074     0.317     0.053    -0.241     0.038     0.433     0.027    -0.520     0.019     1.480     0.014     0.605     0.010    -0.522     0.007
     1.329    -2.114    -0.394     0.979    -1.279    -0.497    -0.073    -0.855     0.693     1.059     1.649     2.696    -0.147    -1.437     1.334     0.547    -0.005     0.547    -2.111     0.392     1.117     0.281     0.180     0.201    -1.408     0.144     0.511     0.103    -0.438     0.074    -0.541     0.053     1.081     0.038     0.286     0.027     1.445     0.019     1.662     0.014    -1.337     0.010    -0.480     0.007
